,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text,text_original
1766,623497290,False,finalized,3,12/12/14 2:50,5,1.0,Fri Dec 05 00:28:42 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['geniu', 'bar', 'store', 'help', 'staff', 'whoever', 'help', 'geniu', 'comp', 'wking']",At the Genius Bar@apple store.  Very helpful #AAPL staff and whoever helped me was genius. Comp wking again. http://t.co/GBPQdl8eCN
1767,623497291,False,finalized,4,12/12/14 2:08,3,0.7325,Fri Dec 05 00:31:53 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['includ', 'list']","#Atari, @Apple, #PowerPoint and @Starbucks are some of the @disruptive #innovation included in @BW list."
1768,623497292,False,finalized,3,12/12/14 9:14,1,1.0,Fri Dec 05 00:33:06 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['iphon', 'autocorrect', 'believ', 'beiber', 'hard', 'guy', 'need', 'give']",My Iphone just autocorrected believe to beiber. @apple how hard do you guys need to give it up?
1769,623497293,False,finalized,3,12/12/14 0:42,3,0.6656,Fri Dec 05 00:33:58 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1770,623497294,False,finalized,3,12/12/14 7:00,1,0.7044,Fri Dec 05 00:37:10 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1771,623497295,False,finalized,3,12/11/14 19:08,3,1.0,Fri Dec 05 00:41:38 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1772,623497296,False,finalized,3,12/11/14 18:44,3,0.676,Fri Dec 05 00:42:38 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1773,623497297,False,finalized,3,12/11/14 21:56,not_relevant,1.0,Fri Dec 05 00:43:57 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['could', 'fall', 'oil', 'price', 'spark', 'financi', 'crisi']",'Could Falling Oil Prices Spark A Financial Crisis?' #FB #AAPL #TSLA #GPRO #BABA #TWTR http://t.co/fCc2aRckAS
1774,623497298,False,finalized,3,12/12/14 14:02,3,0.6797,Fri Dec 05 00:47:07 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['final', 'thursday', 'decemb']","Final #AAPL #PutCallRatios for Thursday, December 4, 2014 http://t.co/FxKcb7GTqq"
1775,623497299,False,finalized,3,12/12/14 22:03,3,1.0,Fri Dec 05 00:48:00 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['news', 'rais', 'bill', 'pre', 'bill', 'cash', 'good', 'time', 'valley', 'wait']","In other news, @uber raised at $40 bill pre, @apple has $164.5 bill in cash. Good times in the Valley! No, wait... http://t.co/uUP9bDOBe4"
1776,623497300,False,finalized,6,12/12/14 9:26,5,0.6357,Fri Dec 05 00:48:54 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['love', 'great', 'danc', 'move']",@AngelaYake @googledrive @HuluPlus @Apple @google @YouTube Love it! Some great dance moves too :)
1777,623497301,False,finalized,3,12/12/14 2:36,3,1.0,Fri Dec 05 00:49:28 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['appl', 'import', 'stock', 'earth']",RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww
1778,623497302,False,finalized,3,12/12/14 1:31,1,1.0,Fri Dec 05 00:58:28 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['actual', 'fuck']",WHAT THE ACTUAL FUCK @apple
1779,623497303,False,finalized,3,12/12/14 6:47,1,0.7044,Fri Dec 05 00:59:19 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1780,623497304,False,finalized,3,12/12/14 3:31,3,1.0,Fri Dec 05 01:00:20 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['appl', 'campu', 'event', 'space', 'cost', 'appl', 'million', 'fit', 'center', 'price', 'million', 'io', 'blog']","Apple Campus 2 Event Space Costing Apple $161 Million, Fitness Center Priced at $74 Million [iOS Blog] http://t.co/zFCTltByvC #AAPL"
1781,623497305,False,finalized,4,12/12/14 21:17,3,0.7319,Fri Dec 05 01:06:55 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['surpris', 'explan', 'behind', 'bend', 'iphon']",So this is the surprise explanation behind the bending iPhone 6?! @apple http://t.co/fT0Bxy60YI
1782,623497306,False,finalized,3,12/12/14 16:17,1,1.0,Fri Dec 05 01:07:42 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['ugh', 'annoy', 'charger', 'last', 'week', 'hate']","Ugh so annoyed, 3 chargers in the last 4 weeks I hate you @apple"
1783,623497307,False,finalized,6,12/11/14 9:47,3,0.6537,Fri Dec 05 01:08:28 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['surpris', 'explan', 'behind', 'bend', 'iphon']",RT @sharksbeauty: So this is the surprise explanation behind the bending iPhone 6?! @apple http://t.co/fT0Bxy60YI
1784,623497308,False,finalized,3,12/12/14 9:30,1,0.6581,Fri Dec 05 01:08:51 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['slow', 'food', 'movement', 'metaphor', 'platform', 'strategi', 'appl', 'iphon', 'ipad', 'appl', 'watch']","The Slow Food Movement is a Metaphor for the platform strategy of Apple on iPhone, iPad and Apple Watch. #AAPL"
1785,623497309,False,finalized,3,12/12/14 8:40,1,0.7079,Fri Dec 05 01:13:36 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1786,623497310,False,finalized,3,12/12/14 9:31,1,0.6838,Fri Dec 05 01:15:37 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1787,623497311,False,finalized,3,12/12/14 12:17,3,0.6474,Fri Dec 05 01:18:32 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['appl', 'question', 'plaintiff', 'ipod', 'purchas', 'date', 'ongo', 'class', 'action', 'lawsuit', 'io', 'blog']",Apple Questions Plaintiff iPod Purchase Dates in Ongoing Class-Action Lawsuit [iOS Blog] http://t.co/Nw1NTyA2Gj #AAPL
1788,623497312,False,finalized,3,12/12/14 9:14,1,1.0,Fri Dec 05 01:20:12 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['fuck', 'horseshit', 'instal', 'chrome', 'watch', 'mac', 'hey', 'go', 'fix']",It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??
1789,623497313,False,finalized,3,12/12/14 21:09,1,0.7024,Fri Dec 05 01:29:26 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1790,623497314,False,finalized,3,12/12/14 1:20,3,0.6759,Fri Dec 05 01:30:04 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['appl', 'say', 'plaintiff', 'ipod', 'cover', 'suit']",#AAPL:Apple says plaintiffs' iPods not covered by suit...http://t.co/8V0eYzQFDQ
1791,623497315,False,finalized,3,12/11/14 18:42,3,1.0,Fri Dec 05 01:32:43 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1792,623497316,False,finalized,4,12/12/14 2:26,3,0.7279,Fri Dec 05 01:33:18 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['appl', 'inc', 'patent', 'protect', 'fall', 'iphon', 'approv']",Apple Inc. Patent To Protect Falling iPhones Is Approved http://t.co/iZrysIG6dU #AAPL
1793,623497317,False,finalized,4,12/12/14 2:32,1,0.7258,Fri Dec 05 01:33:24 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['long', 'io', 'updat', 'go', 'take']",How long is this @apple iOS 8.1.1 update going to take?!
1794,623497318,False,finalized,3,12/12/14 17:00,3,0.6631,Fri Dec 05 01:36:10 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1795,623497319,False,finalized,6,12/12/14 14:28,1,0.5041,Fri Dec 05 01:36:35 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1796,623497320,False,finalized,4,12/11/14 9:56,3,1.0,Fri Dec 05 01:37:36 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['need', 'talk']",We need to talk @apple
1797,623497321,False,finalized,3,12/12/14 21:27,3,0.6825,Fri Dec 05 01:38:19 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1798,623497322,False,finalized,4,12/11/14 14:03,5,0.7877,Fri Dec 05 01:38:33 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['world', 'bit', 'chip', 'blow', 'away', 'best']","In the world of #mobile #processors, #AAPL 64 bit chips blow away #competition. #disruptive #technology at its best  http://t.co/7oU10PJFMp"
1799,623497323,False,finalized,3,12/12/14 21:02,1,0.6758,Fri Dec 05 01:40:10 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['want', 'delet', 'email', 'without', 'turn']",I just want to delete all my emails without turning 40 @apple
1800,623497324,False,finalized,3,12/12/14 2:23,5,1.0,Fri Dec 05 01:45:42 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['congrat', 'mari', 'soto', 'green', 'power', 'leadership', 'award', 'rem']","Congrats to @Apple, Mary Sotos @WorldResources  for Green Power Leadership Awards at REM14 @GreeneMarktplc  http://t.co/ssrfEyx4Sf"
1801,623497325,False,finalized,3,12/12/14 2:53,3,0.681,Fri Dec 05 01:48:34 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1802,623497326,False,finalized,3,12/12/14 21:50,3,0.6513,Fri Dec 05 01:53:31 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['vs', 'galaxi', 'note', 'realli', 'snatch', 'away']","#IPhone6Plus vs. Galaxy Note 4: #Has @Apple [#Apple] Really Snatched Away the #Phablet .... (#Thursday, 4 #Decem... http://t.co/9QIW9LmaSP"
1803,623497327,False,finalized,3,12/12/14 21:31,3,0.6825,Fri Dec 05 01:54:45 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1804,623497328,False,finalized,6,12/11/14 23:38,5,0.5031,Fri Dec 05 01:55:29 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['aww', 'look', 'tht', 'lot', 'work', 'guy', 'good', 'luck']",@OneRepublic @Apple aww look tht u have a lot of work guys good luck!
1805,623497329,False,finalized,3,12/12/14 16:23,1,0.7039,Fri Dec 05 01:58:33 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['offici', 'appletv', 'constantli', 'loos', 'network', 'co', 'watch', 'tv', 'media', 'imposs']","@apple official I have 2 appletv's constantly loosing network co, Watching tv media is impossible, Can you re"
1806,623497330,False,finalized,3,12/12/14 3:13,1,1.0,Fri Dec 05 01:59:35 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['ok', 'serious', 'go', 'fix', 'io', 'still', 'miss', 'music']",Ok seriously... When is @apple going to fix iOS 8? I'm still missing music!
1807,623497331,False,finalized,3,12/12/14 13:02,not_relevant,0.669,Fri Dec 05 02:02:24 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['ass', 'fat', 'could', 'park', 'taho']",Ass so fat you could park 10 tahoes on it @sharksbeauty @Apple
1808,623497332,False,finalized,3,12/12/14 21:21,3,1.0,Fri Dec 05 02:11:24 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['inc', 'profit', 'margin', 'continu', 'upward', 'motley', 'fool']",Will #Apple Inc.'s Profit Margin Continue Upward? | The Motley Fool #aapl http://t.co/oSlDAHbkJP
1809,623497333,False,finalized,3,12/12/14 19:56,3,0.6492,Fri Dec 05 02:15:23 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['mani', 'week', 'iphon', 'push', 'back', 'current']",@VerizonWireless how many weeks will by iPhone 6 be pushed back. Currently at 5 @apple
1810,623497334,False,finalized,3,12/12/14 2:00,3,1.0,Fri Dec 05 02:17:04 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['lemm', 'get', 'blond', 'number']",@sharksbeauty @Apple LEMME get the blondes number
1811,623497335,False,finalized,3,12/12/14 21:57,3,0.6884,Fri Dec 05 02:28:47 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1812,623497336,False,finalized,3,12/12/14 9:10,3,0.6971,Fri Dec 05 02:29:25 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['drop', 'po', 'idea', 'replac', 'veriphon', 'product']",@kellyhclay @Nordstrom drops the @apple POS idea and replaces them with VeriPhone products
1813,623497337,False,finalized,3,12/12/14 21:13,3,0.6647,Fri Dec 05 02:30:27 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1814,623497338,False,finalized,3,12/12/14 3:42,not_relevant,0.6904,Fri Dec 05 02:30:59 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['dizzi', 'do', 'wall', 'street', 'tomorrow', 'smell', 'short']",@kibs33 Dizzy-doings on Wall Street tomorrow? #LOL #Scotus #MotusOperandi #Potus #Cotus #aapl '#BABA smell your shorts.'
1815,623497339,False,finalized,3,12/11/14 21:00,5,0.6722,Fri Dec 05 02:34:29 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['funni', 'need', 'old', 'promot', 'new']",@Windows it is funny that you need an old @apple @mac to promote your new @lenovo #applesetsthetrend
1816,623497340,False,finalized,3,12/11/14 21:00,1,1.0,Fri Dec 05 02:34:58 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['fuck', 'drop', 'new', 'iphon', 'got', 'sctratch', 'im', 'done', 'appl', 'fuck', 'fragil']",FUCK U @apple i just dropped my new IPHONE6  and it got all sctratched up ! IM DONE WITH APPLE SO FUCKING FRAGILE
1817,623497341,False,finalized,3,12/12/14 3:17,3,1.0,Fri Dec 05 02:35:11 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['intern', 'price', 'higher', 'us', 'forb']",#Apple's #iPhone6 International Prices Are Higher Than The US - Forbes #aapl http://t.co/ij4CjpCkg6
1818,623497342,False,finalized,3,12/12/14 19:55,3,1.0,Fri Dec 05 02:37:38 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['appl', 'inc', 'profit', 'margin', 'continu', 'upward']",Will Apple Inc.'s Profit Margin Continue Upward? http://t.co/RgXf3KuAOv #AAPL
1819,623497343,False,finalized,3,12/12/14 12:11,3,1.0,Fri Dec 05 02:41:12 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['oop', 'sorri', 'applebe', 'meant']","@juji246 @stephanies0601 @BradPaisley @Applebees OOPS. SORRY, APPLEBEES. I MEANT @apple"
1820,623497344,False,finalized,3,12/11/14 21:00,3,0.6722,Fri Dec 05 02:44:57 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['purs', 'shown']",@apple #iphone @EsteeLauder @ralphlauren @katespadeny purse  shown below! #WishList http://t.co/hRSWIrpH61 http://t.co/pvJWMrN8ee
1821,623497345,True,golden,12,,3,0.8427,Fri Dec 05 02:47:12 +0000 2014,5.41e+17,#AAPL OR @Apple,"5
3","['appl', 'import', 'stock', 'earth']",RT @MissionIR: Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww
1822,623497346,False,finalized,3,12/12/14 21:55,3,1.0,Fri Dec 05 02:47:22 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['import', 'differ']",The 10 Most Important Differences Between #Macs And #PCs #aapl http://t.co/vSxUcX6vyx http://t.co/97huQ31qPT
1823,623497347,False,finalized,3,12/12/14 19:36,3,1.0,Fri Dec 05 02:47:25 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1824,623497348,False,finalized,3,12/11/14 22:09,5,0.665,Fri Dec 05 02:49:41 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['great', 'see', 'guy', 'record', 'air', 'hope', 'batteri', 'futur', 'come', 'soon']",@OneRepublic @Apple So great to see that you guys are recording in the air! Hopefully batteries of future will come out soon! :)
1825,623497349,False,finalized,3,12/12/14 14:49,3,0.6678,Fri Dec 05 02:49:52 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1826,623497350,False,finalized,3,12/12/14 4:59,1,1.0,Fri Dec 05 02:53:41 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['hate', 'busi', 'much']",Why do you hate business so much @Apple?
1827,623497351,False,finalized,3,12/12/14 21:52,3,0.6884,Fri Dec 05 02:54:03 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1828,623497352,False,finalized,3,12/12/14 1:24,3,1.0,Fri Dec 05 02:58:22 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['steve', 'wozniak', 'call', 'legendari', 'garag', 'bit', 'myth']",Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR
1829,623497353,False,finalized,3,12/12/14 20:51,3,1.0,Fri Dec 05 02:59:16 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['full', 'time']",Full-Time #Trader? #trading #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal http://t.co/JH7BMS1Kgb
1830,623497354,False,finalized,3,12/12/14 21:36,3,1.0,Fri Dec 05 02:59:24 +0000 2014,5.41e+17,#AAPL OR @Apple,,['handl'],"How @Apple handles their #CustomerServiceExperience
http://t.co/ZJsUuKaOYd"
1831,623497355,False,finalized,6,12/12/14 4:58,3,0.6699,Fri Dec 05 02:59:39 +0000 2014,5.41e+17,#AAPL OR @Apple,,['tomorrow'],$118+ tomorrow #AAPL
1832,623497356,False,finalized,6,12/11/14 19:03,not_relevant,0.4753,Fri Dec 05 03:00:05 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['buzzfe', 'go', 'spend', 'least', 'buy', 'everi', 'employe']","#AAPL:BuzzFeed Is Going To Spend At Least $245,000 To Buy Every Employee An ...http://t.co/C4y8tsXoy8"
1833,623497357,False,finalized,6,12/11/14 21:11,1,0.6645,Fri Dec 05 03:01:17 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['fuck', 'wrong', 'witchal', 'nigga']",@lihdior_ @apple fuck wrong witchall niggas ?
1834,623497358,False,finalized,3,12/12/14 19:56,1,1.0,Fri Dec 05 03:03:11 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['fuck', 'wrong', 'witchal', 'nigga']",RT @codygotMs: @lihdior_ @apple fuck wrong witchall niggas ?
1835,623497359,False,finalized,6,12/12/14 22:32,1,0.5087,Fri Dec 05 03:09:23 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['get', 'three', 'way', 'facetim', 'im', 'sick', 'googl', 'hangout']",Get three way FaceTimeing. Im sick of google hangouts. @Apple
1836,623497360,False,finalized,4,12/12/14 17:48,3,0.7452,Fri Dec 05 03:18:09 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1837,623497361,False,finalized,3,12/12/14 0:43,3,1.0,Fri Dec 05 03:26:31 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['jmp', 'rais', 'price', 'target', 'street', 'high', 'except', 'strong', 'appl', 'insid']",JMP raises #Apple price target to Street-high $150 on 'exceptionally strong: Apple Insider: #AAPL: 115.49 (-0.... http://t.co/qbgp7vm6Re
1838,623497362,False,finalized,3,12/12/14 21:05,3,0.6517,Fri Dec 05 03:28:18 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1839,623497363,False,finalized,4,12/11/14 14:03,3,1.0,Fri Dec 05 03:33:21 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1840,623497364,False,finalized,3,12/12/14 16:17,1,1.0,Fri Dec 05 03:33:28 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['buggi', 'piec', 'shit', 'make', 'miss']",@apple #macos #yosemite is a buggy piece of shit. It makes me miss #windows8.
1841,623497365,False,finalized,6,12/12/14 16:46,1,0.5077,Fri Dec 05 03:37:00 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['make', 'bigger', 'storag']",@apple make bigger storage
1842,623497366,False,finalized,4,12/11/14 14:03,5,0.7506,Fri Dec 05 03:40:55 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['omg', 'omg', 'paid', 'kinder', 'bueno', 'walgreen', 'awesom', 'experi', 'walgreen']",Omg omg I just paid a kinder Bueno w @apple #pay at walgreens awesome experience @ Walgreens http://t.co/f2q6vMOjmG
1843,623497367,False,finalized,3,12/12/14 9:14,5,0.6971,Fri Dec 05 03:40:57 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['photo', 'omg', 'omg', 'paid', 'bueno', 'awesom', 'experi', 'walgreen']",Photo: Omg omg I just paid a @kinder Bueno w @apple #pay at @Walgreens awesome experience (at Walgreens) http://t.co/7agepRjbjk
1844,623497368,False,finalized,3,12/12/14 21:04,3,1.0,Fri Dec 05 03:43:18 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['gb', 'version']",@dougluberts @Apple Is it the 128gb version?
1845,623497369,False,finalized,3,12/12/14 11:15,3,1.0,Fri Dec 05 03:45:04 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['iphon', 'patent', 'fraud', 'case', 'china', 'complic', 'hack', 'photo']",#AAPL:iPhone 6 Patent Fraud Case in China Complicated Hacked Photos...http://t.co/eVUHNXiy6T
1846,623497370,False,finalized,3,12/12/14 19:36,3,1.0,Fri Dec 05 03:51:11 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['studio', 'ft', 'one', 'outlet', 'comput', 'need', 'batteri', 'futur']","RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1847,623497371,False,finalized,3,12/12/14 9:10,3,0.6515,Fri Dec 05 03:54:27 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['stock', 'tear', 'due', 'higher', 'profit', 'margin', 'continu', 'trend']",@Apple's Stock on a Tear Due to Higher Profit Margin; Will #AppleWatch Continue This Trend? - http://t.co/DrwkzM6txI http://t.co/fmwLNtGfBd
1848,623497372,False,finalized,4,12/12/14 8:35,3,0.7244,Fri Dec 05 04:00:03 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['fix', 'disabl', 'appl', 'id', 'account']",How do I fix a disabled Apple ID account @AppStore  @apple @tim_cook
1849,623497373,False,finalized,3,12/11/14 21:19,3,0.6505,Fri Dec 05 04:07:28 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['get', 'three', 'way', 'facetim', 'im', 'sick', 'googl', 'hangout']",RT @KaminaBlue: Get three way FaceTimeing. Im sick of google hangouts. @Apple
1850,623497374,False,finalized,3,12/12/14 19:54,1,1.0,Fri Dec 05 04:11:25 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['phone', 'die', 'mid', 'tweet', 'sue']",if my phone dies mid tweet I will SUE you @apple
1851,623497375,False,finalized,3,12/11/14 21:18,1,1.0,Fri Dec 05 04:11:53 +0000 2014,5.41e+17,#AAPL OR @Apple,,"['happen', 'sever', 'time', 'fuck', 'delet', 'rival', 'music', 'ipod', 'year']",This happened to me SEVERAL times!! Fuck you @Apple deleted rivals' music from iPods for years...http://t.co/QBvcBmZVOF @MailOnline
1852,623497376,False,finalized,3,12/12/14 6:51,1,1.0,Fri Dec 05 04:16:37 +0000 2014,5.41e+17,#AAPL OR @Apple,,['happi'],I'm not happy about that @apple
